transaction_id,user_id,amount,currency,timestamp,merchant_id
TXN100047,USER2806,145.96,EUR,2024-03-22 01:33:51,M210
TXN100048,USER1189,19.58,EUR,2024-01-24 12:04:59,M390
TXN100049,USER4005,36.43,KES,2024-03-04 01:48:01,M375
TXN100050,USER3734,78.2,KES,2024-01-17 07:54:08,M291
TXN100051,USER4005,21.86,USD,2024-04-13 02:39:31,M316
TXN100052,USER1562,337.85,USD,2024-01-11 06:24:22,M125
TXN100053,USER2899,70.44,EUR,2024-04-17 20:52:51,M362
TXN100054,USER4638,744.99,USD,2024-04-25 16:43:45,M445
TXN100055,USER2267,242.53,USD,2024-01-28 06:00:54,M414
TXN100056,USER3879,38.09,KES,2024-01-11 17:37:56,M165
TXN100057,USER2528,129.27,USD,2024-01-04 15:54:31,M468
TXN100058,USER4202,125.8,EUR,2024-01-17 20:43:43,M489
TXN100059,USER4556,135.66,USD,2024-04-15 22:15:58,M165
TXN100060,USER4890,153.44,KES,2024-03-25 11:52:30,M110
TXN100061,USER1646,6.33,KES,2024-01-11 15:52:03,M437
TXN100062,USER3068,231.86,EUR,2024-04-21 06:33:31,M147
TXN100063,USER3888,133.57,USD,2024-03-16 19:19:21,M351
TXN100064,USER3214,313.05,USD,2024-04-17 14:28:47,M217
TXN100065,USER2297,337.86,KES,2024-03-23 13:38:58,M151
TXN100066,USER3435,52.41,KES,2024-02-13 11:20:22,M104
TXN100067,USER1600,9.93,USD,2024-01-08 19:15:07,M194
TXN100068,USER3363,242.96,USD,2024-01-02 21:31:25,M224
TXN100069,USER3061,761.2,USD,2024-03-11 13:48:09,M210
TXN100070,USER1241,118.36,USD,2024-02-28 04:29:42,M425
TXN100071,USER3041,60.12,KES,2024-03-08 02:48:14,M429
TXN100072,USER3824,34.08,KES,2024-04-21 13:18:31,M111
TXN100073,USER4417,67.78,KES,2024-04-14 13:30:03,M233
TXN100074,USER3612,79.48,USD,2024-02-11 07:21:53,M100
TXN100075,USER3945,110.29,EUR,2024-02-06 20:38:58,M310
TXN100076,USER2363,213.08,EUR,2024-02-02 21:02:04,M121
TXN100077,USER3139,63.81,USD,2024-04-18 20:47:57,M136
TXN100078,USER2390,10.46,USD,2024-04-15 02:53:30,M151
TXN100079,USER4003,93.45,KES,2024-04-18 10:44:24,M414
TXN100080,USER2478,387.07,KES,2024-01-27 19:46:56,M400
TXN100081,USER4499,137.97,KES,2024-02-24 09:05:52,M386
TXN100082,USER3556,669.25,KES,2024-02-11 02:19:23,M472
TXN100083,USER1775,140.08,USD,2024-02-07 08:51:02,M469
TXN100084,USER1034,64.56,USD,2024-01-12 03:50:58,M422
TXN100085,USER3253,42.96,USD,2024-04-07 06:17:49,M267
TXN100086,USER4152,237.18,EUR,2024-02-04 09:20:16,M258
TXN100087,USER2955,153.74,EUR,2024-02-10 15:38:02,M326
TXN100088,USER2585,185.27,EUR,2024-03-11 03:09:35,M472
TXN100089,USER4943,281.4,USD,2024-04-17 04:38:14,M139
TXN100090,USER4459,258.85,KES,2024-03-24 19:34:19,M180
TXN100091,USER4073,8.87,KES,2024-03-15 09:53:14,M436
TXN100092,USER2021,324.48,USD,2024-01-12 01:49:44,M142
TXN100093,USER4461,152.16,KES,2024-03-13 04:23:51,M167
TXN100094,USER3613,99.42,KES,2024-01-31 19:37:48,M279
TXN100095,USER2129,154.23,EUR,2024-03-15 00:13:58,M298
TXN100096,USER4843,189.58,USD,2024-02-07 21:26:47,M165
TXN100097,USER4893,32.39,KES,2024-01-09 20:54:22,M306
TXN100098,USER2500,108.06,EUR,2024-04-07 18:07:40,M342
TXN100099,USER1702,81.77,KES,2024-03-05 04:54:04,M357
TXN100100,USER3449,86.28,USD,2024-02-02 12:58:17,M126
TXN100101,USER3777,19.16,USD,2024-02-11 08:30:22,M198
TXN100102,USER2579,34.83,EUR,2024-03-12 12:28:43,M442
TXN100103,USER1161,35.31,USD,2024-03-19 15:24:08,M235
TXN100104,USER1201,93.43,EUR,2024-02-26 08:15:55,M488
TXN100105,USER2981,449.79,USD,2024-03-01 20:32:13,M463
TXN100106,USER1995,46.14,EUR,2024-01-13 08:07:30,M127
TXN100107,USER3317,107.64,KES,2024-01-18 00:09:35,M290
TXN100108,USER4934,74.68,EUR,2024-01-25 07:35:38,M285
TXN100109,USER1815,309.65,USD,2024-03-02 09:06:28,M220
TXN100110,USER4342,10.29,EUR,2024-02-18 14:11:36,M111
TXN100111,USER1455,43.77,USD,2024-03-07 01:54:28,M352
TXN100112,USER4533,47.31,USD,2024-01-21 00:07:17,M206
TXN100113,USER4798,991.31,EUR,2024-04-22 00:55:08,M121
TXN100114,USER2275,169.15,USD,2024-03-12 04:51:03,M412
TXN100115,USER2016,29.92,KES,2024-01-15 19:45:10,M159
TXN100116,USER4773,63.55,USD,2024-02-12 20:29:46,M298
TXN100117,USER3343,36.74,KES,2024-04-23 10:47:28,M308
TXN100118,USER4796,26.62,KES,2024-04-21 20:21:41,M492
TXN100119,USER3767,319.09,USD,2024-01-09 02:45:07,M216
TXN100120,USER4820,136.94,USD,2024-04-06 04:03:19,M294
TXN100121,USER1337,199.51,USD,2024-03-15 07:07:46,M298
TXN100122,USER1878,80.47,USD,2024-01-22 10:05:01,M276
TXN100123,USER2076,161.35,USD,2024-04-06 10:35:36,M271
TXN100124,USER1791,59.57,KES,2024-03-15 00:49:33,M430
TXN100125,USER4993,73.64,KES,2024-01-14 02:35:01,M456
TXN100126,USER3264,211.25,KES,2024-04-08 03:25:39,M457
TXN100127,USER1763,32.59,KES,2024-03-28 20:48:25,M380
TXN100128,USER3235,192.06,KES,2024-01-01 20:19:43,M387
TXN100129,USER1379,382.43,USD,2024-01-30 10:55:21,M461
TXN100130,USER1492,25.66,EUR,2024-02-01 04:20:04,M280
TXN100131,USER4112,455.5,USD,2024-02-23 04:09:35,M217
TXN100132,USER2180,16.56,USD,2024-01-27 15:53:29,M133
TXN100133,USER3062,85.82,USD,2024-04-05 19:12:07,M405
TXN100134,USER4884,188.58,KES,2024-03-22 05:34:41,M410
TXN100135,USER1064,163.93,USD,2024-01-04 11:42:51,M498
TXN100136,USER4928,20.27,USD,2024-03-22 19:48:11,M385
TXN100137,USER4910,320.8,USD,2024-04-20 02:30:07,M465
TXN100138,USER3568,723.52,USD,2024-02-27 04:03:55,M177
TXN100139,USER2367,39.99,KES,2024-01-22 01:48:14,M337
TXN100140,USER2152,451.01,KES,2024-04-11 21:32:44,M205
TXN100141,USER3027,162.75,USD,2024-03-17 07:44:16,M435
TXN100142,USER3695,549.57,USD,2024-02-19 12:53:50,M289
TXN100143,USER2495,38.74,KES,2024-02-17 16:52:43,M330
TXN100144,USER4134,314.06,EUR,2024-02-02 15:38:10,M368
TXN100145,USER2162,12.33,KES,2024-01-13 07:10:39,M202
TXN100146,USER2522,429.45,KES,2024-04-10 22:34:40,M152
TXN100147,USER3640,224.27,KES,2024-04-23 19:03:02,M188
TXN100148,USER1391,92.49,USD,2024-04-19 11:45:24,M407
TXN100149,USER2698,42.26,EUR,2024-01-20 14:10:54,M311
TXN100150,USER1418,339.14,USD,2024-02-18 11:52:04,M353
TXN100151,USER3336,184.89,KES,2024-02-03 18:46:44,M109
TXN100152,USER1378,89.39,EUR,2024-02-09 16:51:30,M339
TXN100153,USER2796,117.34,USD,2024-02-07 09:33:18,M298
TXN100154,USER4561,350.36,USD,2024-04-17 13:42:53,M328
TXN100155,USER3278,82.78,KES,2024-04-19 14:26:03,M364
TXN100156,USER4065,18.78,KES,2024-01-05 16:27:25,M347
TXN100157,USER3088,484.46,EUR,2024-03-03 00:55:20,M332
TXN100158,USER4099,97.99,KES,2024-03-17 14:33:43,M494
TXN100159,USER3182,85.66,USD,2024-01-29 10:47:28,M474
TXN100160,USER1200,45.73,USD,2024-01-08 02:20:12,M446
TXN100161,USER2863,455.43,KES,2024-01-09 16:31:15,M241
TXN100162,USER1779,49.05,KES,2024-03-26 09:30:11,M167
TXN100163,USER3977,202.49,USD,2024-02-12 06:14:49,M362
TXN100164,USER4104,425.33,KES,2024-03-06 07:07:47,M438
TXN100165,USER4119,7.11,EUR,2024-02-06 15:34:40,M485
TXN100166,USER1502,352.97,KES,2024-04-04 07:52:45,M364
TXN100167,USER3454,105.73,USD,2024-01-11 19:26:23,M400
TXN100168,USER4645,214.57,USD,2024-01-02 18:34:24,M285
TXN100169,USER2751,93.17,USD,2024-02-21 01:44:16,M263
TXN100170,USER1804,237.83,KES,2024-02-16 17:00:36,M416
TXN100171,USER3146,58.69,KES,2024-01-02 22:24:07,M100
TXN100172,USER3731,4.43,USD,2024-04-05 23:01:50,M463
TXN100173,USER2895,590.49,KES,2024-03-03 06:56:03,M210
TXN100174,USER3773,3.3,EUR,2024-04-07 07:00:05,M465
TXN100175,USER2570,347.57,USD,2024-02-22 23:17:20,M435
TXN100176,USER1960,37.06,USD,2024-03-12 17:10:49,M191
TXN100177,USER4810,99.59,KES,2024-01-04 05:24:26,M273
TXN100178,USER3660,345.75,KES,2024-03-31 16:47:53,M122
TXN100179,USER2485,46.12,EUR,2024-01-08 06:01:34,M252
TXN100180,USER3690,401.55,KES,2024-02-01 13:31:39,M112
TXN100181,USER4840,137.74,USD,2024-02-24 08:10:46,M253
TXN100182,USER2028,91.19,EUR,2024-01-30 03:15:12,M383
TXN100183,USER4289,217.2,KES,2024-01-07 19:43:36,M133
TXN100184,USER1502,83.52,USD,2024-03-22 13:43:50,M431
TXN100185,USER3814,85.32,EUR,2024-02-15 17:02:25,M491
TXN100186,USER1397,264.5,EUR,2024-03-26 15:03:31,M489
TXN100187,USER1870,74.16,USD,2024-01-28 16:11:58,M461
TXN100188,USER3842,44.82,EUR,2024-02-24 17:34:34,M429
TXN100189,USER1392,329.68,USD,2024-02-11 01:08:07,M102
TXN100190,USER1206,327.33,USD,2024-02-20 08:46:59,M420
TXN100191,USER2038,137.67,USD,2024-04-22 14:23:30,M472
TXN100192,USER2881,149.59,USD,2024-02-16 04:59:53,M143
TXN100193,USER4625,238.2,KES,2024-02-29 14:22:41,M121
TXN100194,USER3939,142.37,KES,2024-04-21 01:30:06,M210
TXN100195,USER2484,107.93,EUR,2024-01-06 17:12:38,M193
TXN100196,USER4762,1055.48,USD,2024-02-06 21:06:52,M161
TXN100197,USER4646,31.95,KES,2024-01-24 14:35:40,M241
TXN100198,USER1863,179.65,KES,2024-02-22 07:39:55,M261
TXN100199,USER3790,434.07,USD,2024-01-14 18:09:48,M325
TXN100200,USER4312,232.45,KES,2024-02-23 07:04:17,M160
TXN100201,USER1563,425.6,KES,2024-02-03 16:50:11,M250
TXN100202,USER2020,82.0,KES,2024-04-22 01:00:34,M119
TXN100203,USER1095,63.49,EUR,2024-01-19 12:06:15,M142
TXN100204,USER2923,381.13,EUR,2024-02-23 18:19:14,M248
TXN100205,USER2757,100.21,KES,2024-03-20 08:51:09,M422
TXN100206,USER3532,247.36,USD,2024-03-10 19:05:32,M476
TXN100207,USER4478,31.97,EUR,2024-02-08 08:01:01,M481
TXN100208,USER3278,281.98,KES,2024-01-31 20:51:08,M365
TXN100209,USER3796,159.25,EUR,2024-02-17 11:36:57,M260
TXN100210,USER2678,62.56,USD,2024-01-09 02:23:44,M219
TXN100211,USER4242,136.44,EUR,2024-02-09 12:34:08,M435
TXN100212,USER1540,238.77,KES,2024-03-10 03:44:23,M245
TXN100213,USER2059,2.39,KES,2024-04-24 10:17:52,M329
TXN100214,USER3572,202.93,USD,2024-03-14 04:00:26,M312
TXN100215,USER2183,156.0,KES,2024-04-19 13:39:55,M480
TXN100216,USER4910,49.77,USD,2024-01-01 14:57:12,M320
TXN100217,USER2722,279.66,USD,2024-03-30 11:37:35,M214
TXN100218,USER4314,72.33,USD,2024-02-23 16:46:45,M266
TXN100219,USER4157,64.83,USD,2024-03-12 13:19:43,M347
TXN100220,USER2819,127.44,USD,2024-02-11 11:21:04,M264
TXN100221,USER3625,225.49,KES,2024-02-04 00:46:53,M498
TXN100222,USER3729,528.58,EUR,2024-02-10 16:13:53,M186
TXN100223,USER3604,30.48,USD,2024-03-10 06:30:23,M478
TXN100224,USER2597,100.99,EUR,2024-03-12 11:33:19,M277
TXN100225,USER4060,13.87,USD,2024-03-04 21:35:44,M345
TXN100226,USER3693,284.22,EUR,2024-02-17 02:32:49,M497
TXN100227,USER1795,118.74,USD,2024-03-31 15:04:17,M462
TXN100228,USER2051,245.47,USD,2024-04-02 05:23:57,M266
TXN100229,USER2643,77.78,EUR,2024-03-24 12:31:27,M441
TXN100230,USER4627,371.99,USD,2024-01-20 23:13:45,M442
TXN100231,USER2363,153.07,USD,2024-02-12 16:14:01,M351
TXN100232,USER4869,575.08,KES,2024-04-15 08:32:25,M474
TXN100233,USER2981,16.42,EUR,2024-02-24 00:30:43,M298
TXN100234,USER2354,144.42,USD,2024-03-01 10:28:00,M358
TXN100235,USER2663,290.88,KES,2024-04-04 23:47:01,M295
TXN100236,USER2529,183.33,USD,2024-04-18 14:46:36,M327
TXN100237,USER3038,4.69,USD,2024-04-18 08:49:25,M257
TXN100238,USER4419,717.54,USD,2024-01-30 12:37:39,M138
TXN100239,USER2496,70.84,EUR,2024-01-09 10:21:23,M271
TXN100240,USER4302,57.34,USD,2024-03-01 02:15:10,M151
TXN100241,USER3237,132.97,USD,2024-03-21 16:44:35,M172
TXN100242,USER4296,156.25,USD,2024-03-29 21:50:46,M452
TXN100243,USER2408,290.73,KES,2024-03-18 01:36:14,M272
TXN100244,USER2400,99.94,KES,2024-01-11 06:27:20,M454
TXN100245,USER2306,115.95,KES,2024-02-08 16:51:43,M476
TXN100246,USER3680,153.13,USD,2024-01-01 16:33:00,M180
TXN100247,USER3675,100.3,KES,2024-04-01 19:30:37,M485
TXN100248,USER1972,491.96,USD,2024-01-10 21:22:06,M154
TXN100249,USER2768,381.1,USD,2024-03-10 13:39:51,M444
TXN100250,USER2282,121.38,EUR,2024-02-09 18:29:13,M134
TXN100251,USER4430,0.04,KES,2024-02-23 09:55:41,M215
TXN100252,USER1709,462.39,KES,2024-02-03 20:16:43,M189
TXN100253,USER2479,26.55,KES,2024-03-26 12:40:49,M418
TXN100254,USER2434,56.08,USD,2024-02-08 08:05:41,M488
TXN100255,USER1648,33.06,EUR,2024-03-23 19:47:56,M167
TXN100256,USER1317,39.65,USD,2024-02-14 09:20:57,M484
TXN100257,USER4748,324.79,USD,2024-02-17 06:28:33,M480
TXN100258,USER4296,173.26,EUR,2024-03-04 02:47:52,M129
TXN100259,USER4890,625.15,KES,2024-02-20 08:37:28,M141
TXN100260,USER2257,52.65,USD,2024-03-09 09:48:26,M184
TXN100261,USER1683,132.96,KES,2024-04-16 05:34:58,M291
TXN100262,USER1663,758.21,EUR,2024-02-11 21:00:43,M334
TXN100263,USER2998,350.25,USD,2024-03-23 04:22:28,M219
TXN100264,USER4898,260.84,USD,2024-04-11 02:17:13,M189
TXN100265,USER4445,41.89,USD,2024-01-10 11:51:50,M292
TXN100266,USER4743,293.42,USD,2024-03-05 14:06:50,M240
TXN100267,USER2631,85.41,KES,2024-01-14 17:36:39,M115
TXN100268,USER2495,151.23,USD,2024-04-01 04:06:01,M183
TXN100269,USER4304,187.89,USD,2024-02-12 22:27:33,M320
TXN100270,USER4763,188.0,USD,2024-02-29 05:06:01,M459
TXN100271,USER2136,259.31,USD,2024-03-02 15:04:44,M449
TXN100272,USER2853,216.77,USD,2024-03-08 12:39:21,M248
TXN100273,USER2520,14.16,USD,2024-04-23 09:04:25,M207
TXN100274,USER3489,122.26,KES,2024-02-29 05:32:46,M368
TXN100275,USER1563,218.14,USD,2024-03-27 19:29:48,M365
TXN100276,USER2291,70.19,USD,2024-04-23 00:50:33,M232
TXN100277,USER4581,75.1,USD,2024-03-29 09:07:14,M312
TXN100278,USER4878,26.61,EUR,2024-04-06 12:14:03,M126
TXN100279,USER4457,108.47,USD,2024-01-06 03:32:06,M161
TXN100280,USER4458,865.97,USD,2024-01-22 20:11:20,M243
TXN100281,USER4184,67.18,USD,2024-03-19 13:40:40,M369
TXN100282,USER2636,151.62,EUR,2024-04-14 09:02:21,M456
TXN100283,USER4696,271.92,USD,2024-01-08 07:34:28,M272
TXN100284,USER3999,2.72,KES,2024-04-03 16:37:21,M482
TXN100285,USER4152,461.4,USD,2024-01-22 13:39:34,M297
TXN100286,USER1698,97.73,USD,2024-02-21 13:20:34,M459
TXN100287,USER3160,406.69,USD,2024-04-07 16:14:51,M163
TXN100288,USER1001,7.95,KES,2024-01-20 20:27:04,M358
TXN100289,USER1641,31.49,KES,2024-03-16 20:18:15,M304
TXN100290,USER3267,77.88,KES,2024-04-06 00:02:30,M430
TXN100291,USER2589,84.77,EUR,2024-03-13 13:00:18,M240
TXN100292,USER1854,376.5,USD,2024-01-04 05:38:10,M259
TXN100293,USER2759,2.25,USD,2024-03-16 19:53:34,M454
TXN100294,USER4296,204.95,KES,2024-01-22 03:51:45,M403
TXN100295,USER3432,28.15,USD,2024-01-21 19:42:25,M493
TXN100296,USER4474,346.56,EUR,2024-02-15 07:14:51,M399
TXN100297,USER2661,301.53,EUR,2024-03-30 10:23:03,M423
TXN100298,USER2153,138.6,USD,2024-01-12 06:38:21,M342
TXN100299,USER2076,47.83,KES,2024-02-26 07:43:04,M117
TXN100300,USER2707,201.3,USD,2024-04-12 21:56:57,M488
TXN100301,USER3777,33.98,USD,2024-02-25 20:02:15,M109
TXN100302,USER2695,42.15,EUR,2024-02-06 01:19:16,M318
TXN100303,USER2733,197.07,USD,2024-02-02 05:25:44,M437
TXN100304,USER2439,947.25,USD,2024-04-24 08:55:32,M319
TXN100305,USER3294,443.39,USD,2024-01-13 11:29:02,M119
TXN100306,USER1835,179.84,USD,2024-02-17 15:43:23,M369
TXN100307,USER4510,154.67,USD,2024-03-27 18:08:39,M204
TXN100308,USER1202,1285.67,KES,2024-02-05 13:01:49,M199
TXN100309,USER4255,158.55,KES,2024-04-07 17:22:08,M202
TXN100310,USER1122,108.99,KES,2024-03-12 06:22:34,M219
TXN100311,USER1400,480.6,USD,2024-02-23 08:15:13,M322
TXN100312,USER1766,53.36,USD,2024-04-17 01:35:14,M258
TXN100313,USER1293,20.52,USD,2024-02-13 08:53:19,M358
TXN100314,USER3327,201.07,EUR,2024-04-21 18:31:59,M163
TXN100315,USER4908,20.15,USD,2024-01-09 08:42:01,M281
TXN100316,USER3931,93.41,USD,2024-01-05 13:15:33,M141
TXN100317,USER4681,110.18,USD,2024-01-10 11:16:29,M245
TXN100318,USER1197,158.61,USD,2024-01-10 20:10:25,M318
TXN100319,USER4029,957.33,EUR,2024-01-27 20:40:55,M412
TXN100320,USER2930,49.94,USD,2024-02-17 03:39:18,M134
TXN100321,USER4582,94.24,KES,2024-04-03 21:50:03,M155
TXN100322,USER3799,28.37,EUR,2024-02-15 04:57:53,M495
TXN100323,USER3191,187.1,EUR,2024-01-15 15:38:04,M466
TXN100324,USER1608,260.15,USD,2024-01-04 14:06:28,M167
TXN100325,USER4272,131.59,USD,2024-03-05 13:08:40,M249
TXN100326,USER2147,56.43,KES,2024-01-27 18:27:21,M429
TXN100327,USER1186,193.98,EUR,2024-02-11 18:43:45,M351
TXN100328,USER4397,154.94,KES,2024-01-29 00:05:32,M439
TXN100329,USER3511,37.55,USD,2024-02-16 22:21:42,M495
TXN100330,USER4420,104.07,USD,2024-04-22 14:59:55,M346
TXN100331,USER2794,114.26,USD,2024-04-22 15:04:47,M254
TXN100332,USER1659,810.46,USD,2024-03-23 12:38:05,M448
TXN100333,USER3811,378.47,USD,2024-01-28 08:53:14,M115
TXN100334,USER4002,265.13,KES,2024-04-08 20:02:25,M198
TXN100335,USER2955,439.24,KES,2024-01-02 05:38:40,M225
TXN100336,USER3450,265.97,USD,2024-02-29 13:41:50,M334
TXN100337,USER2369,467.44,USD,2024-04-11 11:58:33,M225
TXN100338,USER2986,11.22,USD,2024-02-18 10:57:15,M170
TXN100339,USER2534,121.79,USD,2024-01-29 09:00:36,M470
TXN100340,USER1146,274.79,EUR,2024-03-13 11:11:33,M147
TXN100341,USER4219,175.08,KES,2024-04-04 17:07:22,M493
TXN100342,USER3911,38.51,USD,2024-03-18 11:10:43,M365
TXN100343,USER2734,83.25,KES,2024-01-30 05:55:26,M176
TXN100344,USER2843,76.48,USD,2024-01-15 12:27:50,M140
TXN100345,USER1488,60.59,KES,2024-02-01 16:36:27,M223
TXN100346,USER3976,84.06,USD,2024-01-17 14:28:27,M375
TXN100347,USER2959,144.66,USD,2024-04-20 22:24:17,M490
TXN100348,USER2663,386.02,USD,2024-02-12 14:17:56,M352
TXN100349,USER3598,270.98,USD,2024-04-21 23:35:13,M357
TXN100350,USER3385,360.66,USD,2024-03-07 17:04:30,M246
TXN100351,USER3919,430.15,KES,2024-03-20 21:59:50,M151
TXN100352,USER1640,107.62,USD,2024-04-15 07:11:59,M225
TXN100353,USER2802,84.94,KES,2024-04-25 00:04:13,M283
TXN100354,USER3520,11.87,KES,2024-04-19 20:15:13,M363
TXN100355,USER2969,533.26,KES,2024-02-21 19:09:05,M222
TXN100356,USER3198,13.62,USD,2024-03-21 04:18:07,M124
TXN100357,USER2438,270.29,USD,2024-02-14 22:55:22,M465
TXN100358,USER4369,95.0,EUR,2024-03-13 22:45:28,M225
TXN100359,USER2634,594.33,KES,2024-03-01 10:35:15,M378
TXN100360,USER1262,108.81,KES,2024-01-03 03:36:04,M385
TXN100361,USER2787,339.23,USD,2024-04-10 05:19:45,M107
TXN100362,USER3191,66.44,USD,2024-02-11 06:20:49,M333
TXN100363,USER3393,71.07,KES,2024-02-21 23:37:27,M308
TXN100364,USER1623,181.03,USD,2024-02-09 21:41:17,M309
TXN100365,USER2016,1241.19,KES,2024-02-25 22:20:33,M258
TXN100366,USER4643,145.78,KES,2024-02-27 10:50:24,M149
TXN100367,USER1880,550.74,KES,2024-03-14 04:44:17,M307
TXN100368,USER3049,308.59,KES,2024-02-13 11:44:15,M471
TXN100369,USER3944,317.79,KES,2024-01-27 09:37:45,M499
TXN100370,USER2327,114.53,KES,2024-02-15 22:23:15,M117
TXN100371,USER3301,97.73,KES,2024-02-07 05:10:58,M136
TXN100372,USER4723,42.62,USD,2024-03-06 18:19:30,M219
TXN100373,USER1452,664.52,KES,2024-03-25 01:49:29,M259
TXN100374,USER4108,640.77,KES,2024-03-23 23:28:37,M133
TXN100375,USER2183,274.93,USD,2024-04-13 04:42:49,M419
TXN100376,USER4062,70.27,KES,2024-01-24 18:37:45,M200
TXN100377,USER3056,56.26,USD,2024-02-28 06:04:13,M410
TXN100378,USER4304,895.01,USD,2024-03-13 06:12:04,M262
TXN100379,USER4170,13.77,KES,2024-02-29 15:54:18,M367
TXN100380,USER2682,371.02,EUR,2024-03-15 03:40:02,M232
TXN100381,USER3863,87.84,USD,2024-04-09 05:21:12,M386
TXN100382,USER3255,108.56,EUR,2024-01-11 15:29:02,M149
TXN100383,USER2154,356.73,KES,2024-02-13 03:29:07,M378
TXN100384,USER1403,18.99,EUR,2024-02-28 11:47:27,M385
TXN100385,USER3199,87.44,KES,2024-03-01 13:25:56,M328
TXN100386,USER3101,607.41,USD,2024-01-02 10:00:29,M257
TXN100387,USER4191,240.17,EUR,2024-03-07 18:38:49,M132
TXN100388,USER2696,281.25,EUR,2024-03-21 12:57:10,M426
TXN100389,USER4991,283.36,USD,2024-02-15 02:20:24,M100
TXN100390,USER1627,12.5,EUR,2024-04-15 16:58:24,M263
TXN100391,USER1586,45.43,USD,2024-03-19 18:03:12,M302
TXN100392,USER2648,135.16,KES,2024-03-13 22:45:37,M474
TXN100393,USER2443,91.82,KES,2024-01-24 18:02:55,M445
TXN100394,USER2445,105.84,USD,2024-04-23 13:17:40,M234
TXN100395,USER1103,304.15,KES,2024-02-23 19:52:07,M364
TXN100396,USER4923,2.96,USD,2024-01-05 01:31:06,M401
TXN100397,USER1253,216.05,USD,2024-01-09 13:46:17,M424
TXN100398,USER4298,0.02,KES,2024-02-08 21:15:37,M114
TXN100399,USER4183,13.03,EUR,2024-01-05 18:38:48,M276
TXN100400,USER3557,104.95,USD,2024-01-20 12:06:35,M450
TXN100401,USER2496,367.71,KES,2024-03-19 10:55:17,M278
TXN100402,USER1098,31.33,KES,2024-02-09 15:38:53,M333
TXN100403,USER3200,161.77,KES,2024-02-17 16:04:29,M459
TXN100404,USER2884,226.95,KES,2024-04-20 06:29:41,M474
TXN100405,USER3961,52.15,EUR,2024-03-15 17:21:21,M453
TXN100406,USER2919,143.62,USD,2024-02-03 18:34:37,M350
