transaction_id,is_fraud
TXN100126,0.0
TXN100127,0.0
TXN100128,0.0
TXN100129,1.0
TXN100130,0.0
TXN100131,0.0
TXN100132,0.0
TXN100133,0.0
TXN100134,0.0
TXN100135,0.0
TXN100136,1.0
TXN100137,0.0
TXN100138,0.0
TXN100139,0.0
TXN100140,0.0
TXN100141,0.0
TXN100142,0.0
TXN100143,0.0
TXN100144,0.0
TXN100145,0.0
TXN100146,0.0
TXN100147,0.0
TXN100148,0.0
TXN100149,0.0
TXN100150,0.0
TXN100151,0.0
TXN100152,0.0
TXN100153,
TXN100154,0.0
TXN100155,0.0
TXN100156,0.0
TXN100157,0.0
TXN100158,0.0
TXN100159,0.0
TXN100160,0.0
TXN100161,0.0
TXN100162,0.0
TXN100163,0.0
TXN100164,1.0
TXN100165,0.0
TXN100166,0.0
TXN100167,0.0
TXN100168,0.0
TXN100169,0.0
TXN100170,0.0
TXN100171,1.0
TXN100172,0.0
TXN100173,0.0
TXN100174,0.0
TXN100175,0.0
TXN100176,0.0
TXN100177,0.0
TXN100178,0.0
TXN100179,0.0
TXN100180,0.0
TXN100181,0.0
TXN100182,0.0
TXN100183,0.0
TXN100184,0.0
TXN100185,0.0
TXN100186,0.0
TXN100187,0.0
TXN100188,0.0
TXN100189,0.0
TXN100190,0.0
TXN100191,0.0
TXN100192,0.0
TXN100193,0.0
TXN100194,0.0
TXN100195,0.0
TXN100196,0.0
TXN100197,0.0
TXN100198,0.0
TXN100199,0.0
TXN100200,0.0
TXN100201,0.0
TXN100202,0.0
TXN100203,0.0
TXN100204,0.0
TXN100205,0.0
TXN100206,0.0
TXN100207,1.0
TXN100208,0.0
TXN100209,0.0
TXN100210,0.0
TXN100211,0.0
TXN100212,0.0
TXN100213,0.0
TXN100214,0.0
TXN100215,0.0
TXN100216,0.0
TXN100217,0.0
TXN100218,0.0
TXN100219,0.0
TXN100220,0.0
TXN100221,0.0
TXN100222,0.0
TXN100223,0.0
TXN100224,0.0
TXN100225,0.0
TXN100226,0.0
TXN100227,0.0
TXN100228,0.0
TXN100229,0.0
TXN100230,
TXN100231,0.0
TXN100232,0.0
TXN100233,0.0
TXN100234,0.0
TXN100235,0.0
TXN100236,0.0
TXN100237,0.0
TXN100238,
TXN100239,0.0
TXN100240,0.0
TXN100241,0.0
TXN100242,0.0
TXN100243,0.0
TXN100244,0.0
TXN100245,
TXN100246,0.0
TXN100247,0.0
TXN100248,0.0
TXN100249,0.0
TXN100250,0.0
TXN100251,0.0
TXN100252,0.0
TXN100253,1.0
TXN100254,0.0
TXN100255,0.0
TXN100256,0.0
TXN100257,0.0
TXN100258,0.0
TXN100259,0.0
TXN100260,0.0
TXN100261,0.0
TXN100262,0.0
TXN100263,1.0
TXN100264,0.0
TXN100265,0.0
TXN100266,0.0
TXN100267,0.0
TXN100268,0.0
TXN100269,0.0
TXN100270,1.0
TXN100271,0.0
TXN100272,0.0
TXN100273,0.0
TXN100274,0.0
TXN100275,0.0
TXN100276,0.0
TXN100277,0.0
TXN100278,0.0
TXN100279,0.0
TXN100280,0.0
TXN100281,0.0
TXN100282,0.0
TXN100283,0.0
TXN100284,0.0
TXN100285,0.0
TXN100286,0.0
TXN100287,0.0
TXN100288,0.0
TXN100289,1.0
TXN100290,0.0
TXN100291,0.0
TXN100292,0.0
TXN100293,0.0
TXN100294,0.0
TXN100295,0.0
TXN100296,0.0
TXN100297,0.0
TXN100298,0.0
TXN100299,0.0
TXN100300,0.0
TXN100301,0.0
TXN100302,0.0
TXN100303,0.0
TXN100304,0.0
TXN100305,0.0
TXN100306,0.0
TXN100307,0.0
TXN100308,0.0
TXN100309,0.0
TXN100310,0.0
TXN100311,0.0
TXN100312,0.0
TXN100313,0.0
TXN100314,0.0
TXN100315,0.0
TXN100316,0.0
TXN100317,0.0
TXN100318,1.0
TXN100319,
TXN100320,0.0
TXN100321,0.0
TXN100322,0.0
TXN100323,0.0
TXN100324,0.0
TXN100325,0.0
TXN100326,0.0
TXN100327,0.0
TXN100328,0.0
TXN100329,0.0
TXN100330,0.0
TXN100331,0.0
TXN100332,0.0
TXN100333,0.0
TXN100334,0.0
TXN100335,0.0
TXN100336,0.0
TXN100337,0.0
TXN100338,0.0
TXN100339,0.0
TXN100340,0.0
TXN100341,0.0
TXN100342,0.0
TXN100343,0.0
TXN100344,0.0
TXN100345,0.0
TXN100346,0.0
TXN100347,0.0
TXN100348,0.0
TXN100349,0.0
TXN100350,0.0
TXN100351,0.0
TXN100352,0.0
TXN100353,0.0
TXN100354,0.0
TXN100355,0.0
TXN100356,0.0
TXN100357,0.0
TXN100358,0.0
TXN100359,0.0
TXN100360,0.0
TXN100361,0.0
TXN100362,0.0
TXN100363,0.0
TXN100364,0.0
TXN100365,1.0
TXN100366,0.0
TXN100367,0.0
TXN100368,0.0
TXN100369,0.0
TXN100370,0.0
TXN100371,0.0
TXN100372,0.0
TXN100373,1.0
TXN100374,0.0
TXN100375,0.0
TXN100376,0.0
TXN100377,1.0
TXN100378,1.0
TXN100379,0.0
TXN100380,0.0
TXN100381,1.0
TXN100382,0.0
TXN100383,0.0
TXN100384,0.0
TXN100385,0.0
TXN100386,0.0
TXN100387,0.0
TXN100388,0.0
TXN100389,0.0
TXN100390,0.0
TXN100391,
TXN100392,0.0
TXN100393,0.0
TXN100394,
TXN100395,0.0
TXN100396,0.0
TXN100397,0.0
TXN100398,0.0
TXN100399,0.0
TXN100400,0.0
TXN100401,0.0
TXN100402,0.0
TXN100403,1.0
TXN100404,0.0
TXN100405,0.0
TXN100406,0.0
TXN100407,0.0
TXN100408,0.0
TXN100409,0.0
TXN100410,0.0
TXN100411,0.0
TXN100412,1.0
TXN100413,0.0
TXN100414,0.0
TXN100415,0.0
TXN100416,0.0
TXN100417,0.0
TXN100418,0.0
TXN100419,0.0
TXN100420,0.0
TXN100421,0.0
TXN100422,0.0
TXN100423,0.0
TXN100424,0.0
TXN100425,1.0
TXN100426,0.0
TXN100427,0.0
TXN100428,0.0
TXN100429,0.0
TXN100430,
TXN100431,0.0
TXN100432,0.0
TXN100433,0.0
TXN100434,0.0
TXN100435,0.0
TXN100436,0.0
TXN100437,0.0
TXN100438,0.0
TXN100439,0.0
TXN100440,0.0
TXN100441,0.0
TXN100442,0.0
TXN100443,0.0
TXN100444,0.0
TXN100445,0.0
TXN100446,
TXN100447,0.0
TXN100448,0.0
TXN100449,1.0
TXN100450,0.0
TXN100451,0.0
TXN100452,0.0
TXN100453,0.0
TXN100454,1.0
TXN100455,
TXN100456,0.0
TXN100457,0.0
TXN100458,0.0
TXN100459,0.0
TXN100460,0.0
TXN100461,0.0
TXN100462,
TXN100463,0.0
TXN100464,0.0
TXN100465,0.0
TXN100466,0.0
TXN100467,0.0
TXN100468,0.0
TXN100469,0.0
TXN100470,0.0
TXN100471,0.0
TXN100472,0.0
TXN100473,0.0
TXN100474,1.0
TXN100475,0.0
TXN100476,1.0
TXN100477,0.0
TXN100478,0.0
TXN100479,0.0
TXN100480,0.0
TXN100481,0.0
TXN100482,0.0
TXN100483,0.0
TXN100484,0.0
TXN100485,0.0
TXN100486,0.0
TXN100487,0.0
TXN100488,1.0
TXN100489,0.0
TXN100490,0.0
TXN100491,0.0
TXN100492,0.0
TXN100493,0.0
TXN100494,0.0
TXN100495,1.0
TXN100496,0.0
TXN100497,0.0
TXN100498,0.0
TXN100499,0.0
TXN100500,0.0
TXN100501,0.0
TXN100502,1.0
TXN100503,0.0
TXN100504,0.0
TXN100505,0.0
TXN100506,0.0
TXN100507,0.0
TXN100508,0.0
TXN100509,0.0
TXN100510,0.0
TXN100511,0.0
TXN100512,0.0
TXN100513,0.0
TXN100514,0.0
TXN100515,0.0
TXN100516,0.0
TXN100517,0.0
TXN100518,0.0
TXN100519,0.0
TXN100520,0.0
TXN100521,0.0
TXN100522,0.0
TXN100523,0.0
TXN100524,0.0
TXN100525,0.0
TXN100526,0.0
TXN100527,0.0
TXN100528,0.0
TXN100529,0.0
TXN100530,0.0
TXN100531,0.0
TXN100532,0.0
TXN100533,0.0
TXN100534,0.0
TXN100535,0.0
TXN100536,0.0
TXN100537,0.0
TXN100538,0.0
TXN100539,0.0
TXN100540,0.0
TXN100541,0.0
TXN100542,0.0
TXN100543,0.0
TXN100544,0.0
TXN100545,0.0
TXN100546,1.0
TXN100547,0.0
TXN100548,0.0
TXN100549,0.0
TXN100550,0.0
TXN100551,0.0
TXN100552,0.0
TXN100553,0.0
TXN100554,0.0
TXN100555,0.0
TXN100556,0.0
TXN100557,0.0
TXN100558,0.0
TXN100559,
TXN100560,0.0
TXN100561,0.0
TXN100562,0.0
TXN100563,0.0
TXN100564,0.0
TXN100565,0.0
TXN100566,0.0
TXN100567,0.0
TXN100568,0.0
TXN100569,0.0
TXN100570,0.0
TXN100571,0.0
TXN100572,0.0
TXN100573,0.0
TXN100574,0.0
TXN100575,1.0
TXN100576,0.0
TXN100577,0.0
TXN100578,0.0
TXN100579,0.0
TXN100580,0.0
TXN100581,0.0
TXN100582,0.0
TXN100583,0.0
TXN100584,0.0
TXN100585,0.0
TXN100586,0.0
TXN100587,0.0
TXN100588,0.0
TXN100589,0.0
TXN100590,0.0
TXN100591,0.0
TXN100592,0.0
TXN100593,1.0
TXN100594,0.0
TXN100595,0.0
TXN100596,0.0
TXN100597,0.0
TXN100598,0.0
TXN100599,0.0
TXN100600,
TXN100601,
TXN100602,0.0
TXN100603,0.0
TXN100604,0.0
TXN100605,0.0
TXN100606,0.0
TXN100607,0.0
TXN100608,0.0
TXN100609,0.0
TXN100610,0.0
TXN100611,0.0
TXN100612,0.0
TXN100613,0.0
TXN100614,0.0
TXN100615,0.0
TXN100616,0.0
TXN100617,0.0
TXN100618,0.0
TXN100619,0.0
TXN100620,0.0
TXN100621,0.0
TXN100622,0.0
TXN100623,0.0
TXN100624,1.0
TXN100625,0.0
TXN100626,0.0
TXN100627,0.0
TXN100628,0.0
TXN100629,0.0
TXN100630,1.0
TXN100631,0.0
TXN100632,0.0
TXN100633,0.0
TXN100634,0.0
TXN100635,0.0
TXN100636,1.0
TXN100637,0.0
TXN100638,0.0
TXN100639,0.0
TXN100640,0.0
TXN100641,0.0
TXN100642,0.0
TXN100643,0.0
TXN100644,0.0
TXN100645,0.0
TXN100646,0.0
TXN100647,0.0
TXN100648,0.0
TXN100649,0.0
TXN100650,0.0
TXN100651,0.0
TXN100652,0.0
TXN100653,0.0
TXN100654,0.0
TXN100655,0.0
TXN100656,0.0
TXN100657,0.0
TXN100658,0.0
TXN100659,0.0
TXN100660,0.0
TXN100661,0.0
TXN100662,0.0
TXN100663,0.0
TXN100664,0.0
TXN100665,
TXN100666,0.0
TXN100667,
TXN100668,0.0
TXN100669,0.0
TXN100670,0.0
TXN100671,0.0
TXN100672,0.0
TXN100673,1.0
TXN100674,0.0
TXN100675,0.0
TXN100676,0.0
TXN100677,0.0
TXN100678,0.0
TXN100679,0.0
TXN100680,0.0
TXN100681,
TXN100682,0.0
TXN100683,0.0
TXN100684,1.0
TXN100685,0.0
TXN100686,0.0
TXN100687,1.0
TXN100688,0.0
TXN100689,0.0
TXN100690,0.0
TXN100691,0.0
TXN100692,0.0
TXN100693,0.0
TXN100694,0.0
TXN100695,0.0
TXN100696,0.0
TXN100697,0.0
TXN100698,0.0
TXN100699,0.0
TXN100700,0.0
TXN100701,1.0
TXN100702,0.0
TXN100703,0.0
TXN100704,0.0
TXN100705,0.0
TXN100706,0.0
TXN100707,0.0
TXN100708,0.0
TXN100709,0.0
TXN100710,0.0
TXN100711,0.0
TXN100712,0.0
TXN100713,0.0
TXN100714,0.0
TXN100715,0.0
TXN100716,0.0
TXN100717,0.0
TXN100718,0.0
TXN100719,0.0
TXN100720,0.0
TXN100721,0.0
TXN100722,0.0
TXN100723,0.0
TXN100724,0.0
TXN100725,0.0
TXN100726,1.0
TXN100727,0.0
TXN100728,0.0
TXN100729,0.0
TXN100730,0.0
TXN100731,0.0
TXN100732,0.0
TXN100733,0.0
TXN100734,0.0
TXN100735,0.0
TXN100736,0.0
TXN100737,0.0
TXN100738,0.0
TXN100739,0.0
TXN100740,0.0
TXN100741,0.0
TXN100742,0.0
TXN100743,1.0
TXN100744,0.0
TXN100745,0.0
TXN100746,0.0
TXN100747,0.0
TXN100748,0.0
TXN100749,0.0
TXN100750,0.0
TXN100751,1.0
TXN100752,0.0
TXN100753,0.0
TXN100754,0.0
TXN100755,0.0
TXN100756,0.0
TXN100757,0.0
TXN100758,0.0
TXN100759,0.0
TXN100760,0.0
TXN100761,1.0
TXN100762,0.0
TXN100763,0.0
TXN100764,0.0
TXN100765,0.0
TXN100766,0.0
TXN100767,0.0
TXN100768,0.0
TXN100769,0.0
TXN100770,0.0
TXN100771,0.0
TXN100772,0.0
TXN100773,0.0
TXN100774,0.0
TXN100775,0.0
TXN100776,0.0
TXN100777,0.0
TXN100778,0.0
TXN100779,0.0
TXN100780,0.0
TXN100781,0.0
TXN100782,
TXN100783,0.0
TXN100784,0.0
TXN100785,0.0
TXN100786,0.0
TXN100787,0.0
TXN100788,0.0
TXN100789,0.0
TXN100790,0.0
TXN100791,
TXN100792,0.0
TXN100793,0.0
TXN100794,0.0
TXN100795,0.0
TXN100796,0.0
TXN100797,0.0
TXN100798,0.0
TXN100799,0.0
TXN100800,0.0
TXN100801,0.0
TXN100802,0.0
TXN100803,0.0
TXN100804,0.0
TXN100805,0.0
TXN100806,0.0
TXN100807,0.0
TXN100808,0.0
TXN100809,0.0
TXN100810,0.0
TXN100811,0.0
TXN100812,0.0
TXN100813,0.0
TXN100814,0.0
TXN100815,0.0
TXN100816,0.0
TXN100817,0.0
TXN100818,0.0
TXN100819,0.0
TXN100820,0.0
TXN100821,0.0
TXN100822,0.0
TXN100823,0.0
TXN100824,0.0
TXN100825,0.0
TXN100826,0.0
TXN100827,0.0
TXN100828,0.0
TXN100829,0.0
TXN100830,0.0
TXN100831,0.0
TXN100832,0.0
TXN100833,0.0
TXN100834,0.0
TXN100835,0.0
TXN100836,0.0
TXN100837,0.0
TXN100838,0.0
TXN100839,0.0
TXN100840,0.0
TXN100841,0.0
TXN100842,0.0
TXN100843,0.0
TXN100844,0.0
TXN100845,1.0
TXN100846,0.0
TXN100847,1.0
TXN100848,0.0
TXN100849,0.0
TXN100850,0.0
TXN100851,0.0
TXN100852,0.0
TXN100853,0.0
TXN100854,0.0
TXN100855,0.0
TXN100856,0.0
TXN100857,0.0
TXN100858,0.0
TXN100859,0.0
TXN100860,0.0
TXN100861,0.0
TXN100862,0.0
TXN100863,0.0
TXN100864,0.0
TXN100865,0.0
TXN100866,0.0
TXN100867,0.0
TXN100868,0.0
TXN100869,0.0
TXN100870,0.0
TXN100871,0.0
TXN100872,0.0
TXN100873,0.0
TXN100874,0.0
TXN100875,0.0
TXN100876,0.0
TXN100877,0.0
TXN100878,0.0
TXN100879,0.0
TXN100880,0.0
TXN100881,0.0
TXN100882,0.0
TXN100883,1.0
TXN100884,0.0
TXN100885,0.0
TXN100886,0.0
TXN100887,0.0
TXN100888,0.0
TXN100889,0.0
TXN100890,0.0
TXN100891,
TXN100892,0.0
TXN100893,0.0
TXN100894,
TXN100895,0.0
TXN100896,0.0
TXN100897,0.0
TXN100898,0.0
TXN100899,0.0
TXN100900,0.0
TXN100901,
TXN100902,0.0
TXN100903,0.0
TXN100904,0.0
TXN100905,0.0
TXN100906,0.0
TXN100907,1.0
TXN100908,0.0
TXN100909,0.0
TXN100910,0.0
TXN100911,0.0
TXN100912,0.0
TXN100913,0.0
TXN100914,0.0
TXN100915,0.0
TXN100916,0.0
TXN100917,0.0
TXN100918,0.0
TXN100919,0.0
TXN100920,0.0
TXN100921,0.0
TXN100922,0.0
TXN100923,0.0
TXN100924,0.0
TXN100925,0.0
TXN100926,0.0
TXN100927,0.0
TXN100928,0.0
TXN100929,0.0
TXN100930,0.0
TXN100931,0.0
TXN100932,0.0
TXN100933,0.0
TXN100934,1.0
TXN100935,0.0
TXN100936,0.0
TXN100937,0.0
TXN100938,0.0
TXN100939,0.0
TXN100940,0.0
TXN100941,0.0
TXN100942,0.0
TXN100943,0.0
TXN100944,0.0
TXN100945,0.0
TXN100946,0.0
TXN100947,0.0
TXN100948,0.0
TXN100949,0.0
TXN100950,0.0
TXN100951,0.0
TXN100952,0.0
TXN100953,0.0
TXN100954,0.0
TXN100955,0.0
TXN100956,0.0
TXN100957,0.0
TXN100958,0.0
TXN100959,0.0
TXN100960,0.0
TXN100961,0.0
TXN100962,0.0
TXN100963,0.0
TXN100964,0.0
TXN100965,0.0
TXN100966,0.0
TXN100967,0.0
TXN100968,0.0
TXN100969,0.0
TXN100970,0.0
TXN100971,0.0
TXN100972,0.0
TXN100973,1.0
TXN100974,0.0
TXN100975,0.0
TXN100976,0.0
TXN100977,0.0
TXN100978,0.0
TXN100979,0.0
TXN100980,0.0
TXN100981,0.0
TXN100982,0.0
TXN100983,1.0
TXN100984,0.0
TXN100985,0.0
TXN100986,1.0
TXN100987,0.0
TXN100988,1.0
TXN100989,
TXN100990,0.0
TXN100991,0.0
TXN100992,0.0
TXN100993,0.0
TXN100994,0.0
TXN100995,0.0
TXN100996,0.0
TXN100997,
TXN100998,0.0
TXN100999,0.0
TXN101000,0.0
TXN101001,0.0
TXN101002,0.0
TXN101003,0.0
TXN101004,0.0
TXN101005,0.0
TXN101006,0.0
TXN101007,0.0
TXN101008,0.0
TXN101009,0.0
TXN101010,0.0
TXN101011,0.0
TXN101012,1.0
TXN101013,0.0
TXN101014,0.0
TXN101015,0.0
TXN101016,0.0
TXN101017,0.0
TXN101018,0.0
TXN101019,0.0
TXN101020,
TXN101021,0.0
TXN101022,0.0
TXN101023,0.0
TXN101024,0.0
TXN101025,0.0
TXN101026,0.0
TXN101027,0.0
TXN101028,0.0
TXN101029,0.0
TXN101030,0.0
TXN101031,0.0
TXN101032,0.0
TXN101033,0.0
TXN101034,0.0
TXN101035,0.0
TXN101036,0.0
TXN101037,0.0
TXN101038,0.0
TXN101039,0.0
TXN101040,0.0
TXN101041,0.0
TXN101042,0.0
TXN101043,0.0
TXN101044,0.0
TXN101045,0.0
TXN101046,0.0
TXN101047,0.0
TXN101048,0.0
TXN101049,0.0
TXN101050,0.0
TXN101051,0.0
TXN101052,0.0
TXN101053,0.0
TXN101054,0.0
TXN101055,0.0
TXN101056,0.0
TXN101057,0.0
TXN101058,0.0
TXN101059,0.0
TXN101060,0.0
TXN101061,0.0
TXN101062,0.0
TXN101063,0.0
TXN101064,0.0
TXN101065,0.0
TXN101066,0.0
TXN101067,0.0
TXN101068,0.0
TXN101069,0.0
TXN101070,0.0
TXN101071,0.0
TXN101072,0.0
TXN101073,0.0
TXN101074,0.0
TXN101075,0.0
TXN101076,0.0
TXN101077,0.0
TXN101078,0.0
TXN101079,0.0
TXN101080,0.0
TXN101081,0.0
TXN101082,0.0
TXN101083,0.0
TXN101084,0.0
TXN101085,0.0
TXN101086,0.0
TXN101087,
TXN101088,1.0
TXN101089,0.0
TXN101090,0.0
TXN101091,0.0
TXN101092,0.0
TXN101093,0.0
TXN101094,0.0
TXN101095,0.0
TXN101096,
TXN101097,0.0
TXN101098,
TXN101099,0.0
TXN101100,0.0
TXN101101,0.0
TXN101102,0.0
TXN101103,0.0
TXN101104,0.0
TXN101105,0.0
TXN101106,0.0
TXN101107,0.0
TXN101108,0.0
TXN101109,0.0
TXN101110,0.0
TXN101111,1.0
TXN101112,0.0
TXN101113,0.0
TXN101114,0.0
TXN101115,0.0
TXN101116,0.0
TXN101117,0.0
TXN101118,0.0
TXN101119,0.0
TXN101120,0.0
TXN101121,0.0
TXN101122,0.0
TXN101123,0.0
TXN101124,0.0
TXN101125,0.0
TXN101126,0.0
TXN101127,0.0
TXN101128,0.0
TXN101129,0.0
TXN101130,0.0
TXN101131,0.0
TXN101132,0.0
TXN101133,0.0
TXN101134,0.0
TXN101135,0.0
TXN101136,0.0
TXN101137,0.0
TXN101138,0.0
TXN101139,0.0
TXN101140,0.0
TXN101141,0.0
TXN101142,0.0
TXN101143,0.0
TXN101144,0.0
TXN101145,0.0
TXN101146,0.0
TXN101147,0.0
TXN101148,0.0
TXN101149,1.0
TXN101150,0.0
TXN101151,0.0
TXN101152,0.0
TXN101153,0.0
TXN101154,0.0
TXN101155,0.0
TXN101156,0.0
TXN101157,0.0
TXN101158,0.0
TXN101159,0.0
TXN101160,
TXN101161,0.0
TXN101162,0.0
TXN101163,0.0
TXN101164,0.0
TXN101165,0.0
TXN101166,0.0
TXN101167,1.0
TXN101168,0.0
TXN101169,0.0
TXN101170,0.0
TXN101171,0.0
TXN101172,0.0
TXN101173,0.0
TXN101174,0.0
TXN101175,0.0
TXN101176,0.0
TXN101177,0.0
TXN101178,0.0
TXN101179,0.0
TXN101180,0.0
TXN101181,0.0
TXN101182,0.0
TXN101183,0.0
TXN101184,0.0
TXN101185,0.0
TXN101186,0.0
TXN101187,0.0
TXN101188,0.0
TXN101189,0.0
TXN101190,0.0
TXN101191,0.0
TXN101192,0.0
TXN101193,0.0
TXN101194,0.0
TXN101195,0.0
TXN101196,1.0
TXN101197,0.0
TXN101198,0.0
TXN101199,0.0
TXN101200,0.0
TXN101201,0.0
TXN101202,1.0
TXN101203,0.0
TXN101204,0.0
TXN101205,0.0
TXN101206,0.0
TXN101207,0.0
TXN101208,0.0
TXN101209,0.0
TXN101210,0.0
TXN101211,0.0
TXN101212,0.0
TXN101213,0.0
TXN101214,0.0
TXN101215,0.0
TXN101216,0.0
TXN101217,0.0
TXN101218,0.0
TXN101219,0.0
TXN101220,0.0
TXN101221,0.0
TXN101222,0.0
TXN101223,0.0
TXN101224,0.0
TXN101225,0.0
TXN101226,0.0
TXN101227,
TXN101228,0.0
TXN101229,0.0
TXN101230,0.0
TXN101231,0.0
TXN101232,0.0
TXN101233,0.0
TXN101234,0.0
TXN101235,0.0
TXN101236,0.0
TXN101237,0.0
TXN101238,0.0
TXN101239,0.0
TXN101240,0.0
TXN101241,0.0
TXN101242,0.0
TXN101243,1.0
TXN101244,0.0
TXN101245,
TXN101246,0.0
TXN101247,0.0
TXN101248,0.0
TXN101249,0.0
TXN101250,0.0
TXN101251,0.0
TXN101252,0.0
TXN101253,0.0
TXN101254,0.0
TXN101255,0.0
TXN101256,0.0
TXN101257,0.0
TXN101258,1.0
TXN101259,1.0
TXN101260,1.0
TXN101261,0.0
TXN101262,0.0
TXN101263,1.0
TXN101264,0.0
TXN101265,
TXN101266,1.0
TXN101267,0.0
TXN101268,0.0
TXN101269,0.0
TXN101270,0.0
TXN101271,0.0
TXN101272,1.0
TXN101273,0.0
TXN101274,0.0
TXN101275,0.0
TXN101276,0.0
TXN101277,0.0
TXN101278,0.0
TXN101279,0.0
TXN101280,0.0
TXN101281,0.0
TXN101282,0.0
TXN101283,0.0
TXN101284,0.0
TXN101285,0.0
TXN101286,0.0
TXN101287,0.0
TXN101288,0.0
TXN101289,0.0
TXN101290,0.0
TXN101291,0.0
TXN101292,1.0
TXN101293,0.0
TXN101294,0.0
TXN101295,0.0
TXN101296,0.0
TXN101297,0.0
TXN101298,0.0
TXN101299,0.0
TXN101300,0.0
TXN101301,0.0
TXN101302,0.0
TXN101303,0.0
TXN101304,0.0
TXN101305,0.0
TXN101306,0.0
TXN101307,0.0
TXN101308,0.0
TXN101309,0.0
TXN101310,0.0
TXN101311,0.0
TXN101312,0.0
TXN101313,0.0
TXN101314,1.0
TXN101315,0.0
TXN101316,0.0
TXN101317,0.0
TXN101318,0.0
TXN101319,0.0
TXN101320,0.0
TXN101321,0.0
TXN101322,0.0
TXN101323,0.0
TXN101324,0.0
TXN101325,0.0
TXN101326,0.0
TXN101327,0.0
TXN101328,0.0
TXN101329,0.0
TXN101330,0.0
TXN101331,0.0
TXN101332,0.0
TXN101333,0.0
TXN101334,0.0
TXN101335,0.0
TXN101336,0.0
TXN101337,0.0
TXN101338,0.0
TXN101339,0.0
TXN101340,0.0
TXN101341,0.0
TXN101342,0.0
TXN101343,0.0
TXN101344,0.0
TXN101345,0.0
TXN101346,0.0
TXN101347,0.0
TXN101348,0.0
TXN101349,0.0
TXN101350,0.0
TXN101351,0.0
TXN101352,
TXN101353,0.0
TXN101354,0.0
TXN101355,0.0
TXN101356,0.0
TXN101357,
TXN101358,0.0
TXN101359,0.0
TXN101360,0.0
TXN101361,1.0
TXN101362,0.0
TXN101363,0.0
TXN101364,0.0
TXN101365,0.0
TXN101366,1.0
TXN101367,0.0
TXN101368,1.0
TXN101369,
TXN101370,0.0
TXN101371,0.0
TXN101372,
TXN101373,0.0
TXN101374,0.0
TXN101375,0.0
TXN101376,0.0
TXN101377,0.0
TXN101378,
TXN101379,0.0
TXN101380,0.0
TXN101381,0.0
TXN101382,0.0
TXN101383,0.0
TXN101384,0.0
TXN101385,
TXN101386,0.0
TXN101387,0.0
TXN101388,0.0
TXN101389,0.0
TXN101390,0.0
TXN101391,0.0
TXN101392,0.0
TXN101393,0.0
TXN101394,0.0
TXN101395,0.0
TXN101396,0.0
TXN101397,0.0
TXN101398,0.0
TXN101399,0.0
TXN101400,0.0
TXN101401,1.0
TXN101402,0.0
TXN101403,0.0
TXN101404,0.0
TXN101405,0.0
TXN101406,1.0
TXN101407,0.0
TXN101408,0.0
